Наименование товара;Артикул;Розничная цена;Остаток на складе
Стакан для сдаивания первых струек молока;399674;864.00;0
_Электросушилка для овощей, грибов, ягод, фруктов «Ветерок-2» 6 поддонов;СП18;3430.00;0
Лопатка тестер для определения мастита;399608;424.00;0
Кольцо против самовыдаивания, маленькое;399101-000001;302.00;0
Кольцо против самовыдаивания, среднее;399101-000002;320.00;0
Кольцо против самовыдаивания, большое;399101-000003;342.00;0
Поилка сифонная 30 л пластиковые ножки;10895;5660.00;0
Кормушка-поилка лотковая 30 см пластик для цыплят, оранжевый;11670;439.00;59
Поилка вакуумная ведро 12 л оцинкованная сталь;10925;3740.00;0
Гнездо для кур несушек пластик;10110;2350.00;0
Поилка чашечная диаметр 52 мм, пластик с креплением на сетку;12000;297.00;136
Поилка уличная автоматическая 0,4 л, пластик;71003;2110.00;0
Поилка уличная автоматическая 1,65 л, пластик;71040;4920.00;2
Поилка уличная автоматическая 0,4 л, алюминий;71065;3770.00;0
Поилка уличная автоматическая 1,65 л, алюминий;71045;7550.00;0
Поилка автоматическая 3,1 л для лошадей, КРС, овец, собак, алюминий;60675;10800.00;2
Нижний нож Heiniger Freestyle Revolution для тонкорунных овец, 96 мм ;714-116-A;3430.00;2
Нижний нож Heiniger Kombat для кроссбредных пород овец, 97 мм ;714-108-A;3430.00;3
Нижний нож Heiniger Ninja для тонкорунных овец, 97 мм ;714-107-A;3430.00;4
Нижний нож Heiniger Charger для грубошерстных овец, 93,5 мм;714-033-A;3430.00;5
Нижний нож Heiniger Warrior для грубошерстных овец, 96 мм;714-059-A;3430.00;2
Нижний нож Heiniger Quasar для грубошерстных овец, 95 мм;714-038-A;3430.00;2
Нижний нож Heiniger Super Charged для полугрубошерстных овец, 93,5 мм;714-034-A;3430.00;2
Нижний нож Heiniger Quantum для полутонкорунных овец, 95 мм;714-050-A;3430.00;2
Нижний нож Heiniger Condor для грубошерстных овец, 98 мм;714-088-A;3370.00;7
Нижний нож Heiniger Awesome для тонкорунных овец, 92 мм;714-051-A;3430.00;2
Нижний нож Heiniger Wicked для тонкорунных овец, 93,5 мм;714-042-A;3430.00;2
Нижний нож Heiniger Bad для тонкорунных овец, 95 мм;714-097-A;3430.00;1
Нижний нож Heiniger Freestyle для тонкорунных овец, 96 мм;714-057-A;3430.00;5
Нижний нож Heiniger B-Evil для тонкорунных овец, 94,5 мм;714-130-A;3430.00;2
Нижний нож Heiniger Rebel для тонкорунных овец, 92 мм;714-086-A;3430.00;2
Нижний нож Heiniger Xpress для тонкорунных овец, 93,5 мм;714-061-A;3430.00;2
Нижний нож Heiniger Freak для тонкорунных овец, 94,5 мм;714-085-A;3430.00;2
Нижний нож Heiniger Huge для тонкорунных овец, 96 мм;714-075-A;3430.00;5
Нижний нож Heiniger Rapier универсальный для овец, 86 мм;714-040-A;3370.00;0
Нижний нож Heiniger Reflex для полутонкорунных овец, 94 мм;714-077-A;3430.00;2
Нижний нож Heiniger Proflex универсальный для овец, 94 мм;714-096-A;3430.00;0
Нижний нож Heiniger Ovina Premium универсальный для овец, 77 мм;714-117-A;3000.00;1
Нижний нож Heiniger Isobar универсальный для зимней шерсти овец, 97,5 мм;714-065-A;4800.00;0
Верхний нож Heiniger Edge универсальный для овец, 4,4 мм;714-151-A;812.00;0
Вeрхний нож Heiniger Xtreme для овец, 3,7 мм;714-152-A;800.00;2
Ножевая пара Heiniger для стрижки лошадей 31/15;703-530;3930.00;0
Сушилка для овощей, грибов, ягод, фруктов Novital Seccatutto Ghibli ;1146ACCP0;26900.00;0
Сито для зернодробилки Novital диаметр  2,5 мм;00003466P;1980.00;0
Сито для зернодробилки Novital диаметр  4 мм;00003467P;1980.00;12
Сито для зернодробилки Novital диаметр  6 мм;00003468P;1900.00;0
Сито для зернодробилки Novital диаметр  8 мм;00003469P;1900.00;0
Перосъемная машина KARI 4 для бройлеров ;450-340;382300.00;0
Перосъемная машина KARI 5G для уток, гусей, бройлеров ;450-360;637800.00;0
Перосъемная машина KARI 5 для индеек ;450-350;509400.00;0
Поилка ниппельная с бачком DERBY 1 л 45° для кроликов и птиц;2020AF000;1160.00;113
Муфта жесткая с уплотнительными кольцами на круглую трубу  диаметр 26,6 мм;4733T;208.00;1
Инкубатор HHD 7 мини  автоматический для яиц;YZ9-7;2420.00;425
Инкубатор HHD 56A автоматический для яиц;YZ-56A;8490.00;295
Инкубатор HHD 56 автоматический для яиц с овоскопом;YZ-56S;10100.00;282
Инкубатор HHD 24 автоматический для яиц;YZ-24A;7480.00;276
Лампа инфракрасная 175 Вт InterHeat, Е27 R125, закаленное стекло, прозрачная;175R125/C/2;876.00;0
Фиксатор лезвий SAPHIR red;707-800-25;249.00;5
Электросушилка бытовая для овощей, грибов, ягод, фруктов, 5 лотков;ЭСБ-5;4200.00;8
Сменное лезвие Heiniger для собак 9/2.0 мм;707-933-A;5390.00;0
Сменное лезвие Heiniger для собак 7/3.2 мм;707-943-A;5390.00;0
Сменное лезвие Heiniger для собак 5F/6.3 мм;707-960-A;6520.00;0
Сменное лезвие Heiniger для кошек и собак 5/8/0.8 мм;707-920-A;5610.00;4
Лампа белая Orion LED 14W, 1400Lumen;LP351;3620.00;0
Брудер-павильон Rcom Bird Brooder для птиц S;MX-BS500;63400.00;3
Конус для убоя птицы S оцинкованная сталь;NT-CS;1430.00;17
Конус для убоя птицы M оцинкованная сталь;NT-CM;2000.00;32
Конус для убоя птицы L оцинкованная сталь;NT-CL;2280.00;66
Конус для убоя птицы XL оцинкованная сталь;NT-CXL;2850.00;48
Ножницы для перепелиных яиц;NT-scissors;500.00;3649
Когтерез секатор Bobo набор с пилкой для кошек и собак мелких пород зеленый;BO-5316-1;547.00;1
Нижний нож Heiniger Shattle для КРС;714-090-A;3740.00;3
Переноска Departures Range 50х33х33 см, стандарт IATA;HC013A-L50;2410.00;0
Переноска Departures Range 56х37х33 см, стандарт IATA;HC013G-L55;3370.00;300
Переноска Departures Range 60х40х40 см, стандарт IATA;HC013B-L60;4250.00;449
Переноска Safari Range 50х35х32 см;HC014A-L50;1950.00;316
Переноска Safari Range 50х35х31 см, голубая;HC027-L50;1770.00;42
Дешеддер для средней и короткой шерсти, размер М;HC025-L70;3590.00;78
Дешеддер для длинной шерсти, размер М;HC030-C70;3700.00;75
Туалет с ободком Sanitaire Range 46х38х13 см, коричневый;HC006B-465;960.00;85
Туалет Sanitaire Range 51х39х24 см, коричневый;HC021-500;1770.00;40
Туалет-домик Solitude Range 48х38х43 см, коричневый;HC009-475;1990.00;131
Туалет-домик Solitude Range 51х38х43 см, темно-серый;HC019-500A;3150.00;42
Туалет-домик Solitude Range 55х44х43 см, серый;HC018-568A;2770.00;95
Поилка вакуумная 1,5 л на ножках, с ручкой;D1500LG;422.00;42
Поилка вакуумная 3 л на ножках, с ручкой;D3000LG;604.00;64
Шланг диаметр  5х7 мм, черный, 1 м;ADB-E;72.00;2298
Кормушка для сена 615x388x260 мм;10085-1;8870.00;8
Лебедка ручная настенная с тросом 1130 кг;NT-W2500C;4200.00;15
Лебедка ручная настенная с лентой 1130 кг;NT-W2500B;4330.00;16
Совок для корма, пластик, белый;YL3256W;177.00;139
Поилка-шарик для кроликов, зеленый;XM1068G;313.00;88
Поилка-шарик для кроликов, желтый;XM1068Y;313.00;47
Поилка-шарик для кроликов, синий;XM1068B;313.00;183
Миска двойная, 25.5x13.5x4.5 см, 330+330 мл, розовый;BO-3029A-5;324.00;99
Миска двойная, 30x17.5x5.8 см, 440+440 мл, мята;BO-3031A-7;407.00;5
Миска двойная, 30x17.5x5.8 см, 440+440 мл, темно-синий;BO-3031A-8;407.00;82
Миска двойная, 30x17.5x5.8 см, 440+440 мл, серый;BO-3031A-10;407.00;52
Миска двойная, 25х14х4.5 см, 180+180 мл, зеленый;BO-3039-5;407.00;42
Миска двойная, 25х14х4.5 см, 180+180 мл, кактус;BO-3039-6;407.00;65
Миска двойная, 25х14х4.5 см, 180+180 мл, синий;BO-3039-7;407.00;58
Миска двойная, 23.5x14x5 см, 150+150 мл, серый;BO-3043A-5;242.00;4
Миска, 18.5x18.5x7.5 см, 630 мл, пудель;BO-3062-5;528.00;3
Миска, 18.5x18.5x7.5 см, 630 мл, хаски;BO-3062-6;528.00;5
Миска для собак и кошек, 15х15х4,8 см, 250 мл, фиолетовый;BO-3067Z-4;286.00;0
Миска для собак и кошек, 15х15х4,8 см, 250 мл, синий;BO-3067Z-5;286.00;0
Миска, 14x19x5.5 см, 420 мл, абстракция;BO-3135H(A5)-5;1250.00;9
Миска, 14x19x5.5 см, 420 мл, собака;BO-3135H(A5)-6;1250.00;3
Миска двойная, 26x14.5x3.5 см, 200+250 мл, розовый;BO-3140Z-7;1050.00;31
Миска двойная, 26x14.5x3.5 см, 200+250 мл, голубой;BO-3140Z-8;1050.00;26
Миска двойная, 26x14.5x3.5 см, 200+250 мл, кошка;BO-3140Z-9;1050.00;23
Миска двойная, 26x14.5x3.5 см, 200+250 мл, мартышка;BO-3140Z-10;1050.00;31
Миска двойная, 26x14.5x3.5 см, 200+250 мл, тюлень;BO-3140Z-11;1050.00;26
Миска двойная, 26x14.5x3.5 см, 200+250 мл, мальчик;BO-3140Z-12;1050.00;31
Миска для собак и кошек, 18x17.5x5 см, 270 мл, бежевый;BO-3146A5-1;968.00;25
Миска для собак и кошек, 18x17.5x5 см, 270 мл, зеленый;BO-3146A5-2;968.00;33
Миска для собак и кошек, 18x17.5x5 см, 270 мл, красный;BO-3146A5-3;968.00;31
Миска для собак и кошек, 18x17.5x5 см, 270 мл, желтый;BO-3146A5-4;968.00;21
Миска для собак и кошек, 18x17.5x5 см, 270 мл, розовый;BO-3146A5-5;968.00;31
Миска для собак и кошек, 18x17.5x5 см, 270 мл, оранжевый;BO-3146A5-6;968.00;32
Миска для собак и кошек, 18.5x12x4.5 см, 400 мл, домик, белый;BO-3147G-1;1490.00;48
Миска для собак и кошек, 18.5x12x4.5 см, 400 мл, домик, черный;BO-3147G-3;1490.00;43
Миска для собак и кошек, 18.5x12x4.5 см, 400 мл, собака, белый;BO-3147G-2;1490.00;41
Миска для собак и кошек, 18.5x12x4.5 см, 400 мл, собака, черный;BO-3147G-4;1490.00;47
Электросушилка для овощей, грибов, ягод, фруктов «Ветерок-2У» 6 поддонов + поддон для пастилы;СП200;4220.00;0
Электросушилка для овощей «Мастерица» 5 поддонов;СШ-0305;1760.00;0
Электросушилка для овощей «Мастерица» 8 поддонов, с функцией йогуртницы;СШ-0205К;3540.00;0
Нож закаленный для зерна к ДКУ-05, ИЗЭ-14М, ИЗЭ-25М;ЗЧ-01;215.00;9
Нож универсальный для травы и корнеплодов к ДКУ-05;ЗЧ-02;647.00;15
Сито диаметр  5 мм боковое для ДКУ-05, ИЗЭ-14М, ИЗЭ-25М;ЗЧ-03;231.00;9
Плата X-SERIES2 240V ;708-082;5610.00;13
Персидская кошка. Содержание и уход (Кизельбах Д.);978-5-9934-0227-7;212.00;2
Русская голубая кошка. Содержание и уход ( Островская М.К.);978-5-4238-0154-0;212.00;1
Сиамская кошка. Содержание и уход (Кизельбах Д.);978-5-9934-0229-1;212.00;1
Сибирская кошка. Содержание и уход (Федорова О.);978-5-9934-0325-0;212.00;2
Шестерня Z35 для машинки DELTA/PROGRESS ;707-084;639.00;8
Нижний нож Heiniger Ovina универсальный для овец, 77 мм;714-020;2760.00;12
Диск на 7 яиц Mini Advance;A0006;4140.00;0
Диск на 12 яиц Mini Advance;A0008;2610.00;1
Термометр для инкубатора, прямой;itr1;1530.00;52
Термометр в защитном кожухе;tt55;1100.00;49
Поилка под бутылку напольная с отверстиями, 10 ячеек, пластик;137/A;374.00;39
Поилка вакуумная 1,5 л;137;447.00;325
Поилка вакуумная 3 л ;138;469.00;1286
Поилка вакуумная 5 л;139;828.00;102
Поилка вакуумная 5 л с ручкой ;139/MN;1310.00;6
Поилка вакуумная 10 л с ручкой;140/MN;2050.00;100
Поилка сифонная 24 л для крупных птиц уток, гусей, индеек, металлические ножки;141/A;6460.00;23
Поилка сифонная 22 л оцинкованная сталь;141;8830.00;25
Поилка-кормушка навесная 30 см оцинкованная сталь;142;931.00;227
Поилка-кормушка навесная 100 см оцинкованная сталь;142/D;1230.00;165
Поилка под бутылку оцинкованная сталь, пластиковое кольцо;145;375.00;28
Поилка под бутылку пластик, оцинкованная сталь;145/A;261.00;925
Поилка вакуумная 5 л с окошками для голубей;140/E;1770.00;14
Кормушка бункерная для кроликов 1 секция металл 145 мм без крышки;132;1350.00;70
Поилка под бутылку оцинкованная сталь;145/N;390.00;376
Поилка ниппельная с бачком 0,5 л 90°;145/F;969.00;58
Поилка ниппельная с бачком 1 л 90° River;145/G;1200.00;200
Кормушка лотковая 50 см оцинкованная cталь для цыплят River;121;699.00;0
Кормушка лотковая 75 см оцинкованная cталь для кур;122/A;1820.00;43
Кормушка лотковая 100 см оцинкованная сталь для кур R;123;2220.00;120
Кормушка лотковая 50 см пластик для цыплят River;120/A/R;704.00;64
Кормушка лотковая 50 см пластик для кур River;121/A/R;1080.00;8
Кормушка лотковая 100 см пластик для цыплят River;123/A/R;1350.00;0
Кормушка бункерная для кроликов 1 секция металл без крышки;131;1970.00;46
Кормушка бункерная для кроликов 1 секция металл с пластиковой крышкой;131/B;2080.00;23
Кормушка бункерная для кроликов 2 секции металл с пластиковой крышкой;131/C;2630.00;13
Кормушка бункерная для кроликов 1 секция металл 145 мм с металлической крышкой;132/A;1540.00;174
Кормушка бункерная для кроликов 2 секции металл 190 мм без крышки;133;1110.00;0
Кормушка бункерная для кроликов 2 секции металл 190 мм с металлической крышкой;133/A;1850.00;86
Кормушка бункерная для кроликов 2 секции металл 235 мм без крышки ;134;1710.00;6
Кормушка бункерная для кроликов 2 секции металл 235 мм с металлической крышкой;134/A;1920.00;31
Конус для убоя птицы h28 см пластик;213/A;4350.00;7
Решетка-ограждение для выращивания цыплят, 400х800 мм;4510-09;1300.00;72
Петля для соединения решеток-ограждения;4512-09;93.00;239
Заглушка, диаметр 25 мм пластиковая, на клей;4341-04;117.00;0
Заглушка, диаметр 25 мм пластиковая, с сапуном, на клей;4342-04;272.00;6
Соединение угловое диаметр  25 мм, на клей;4343-04;211.00;23
Муфта жесткая на круглую трубу  диаметр 25 мм;4345-04R;94.00;16
Труба круглая диаметр  25 мм, 3 метра;4106;277.00;0
Ножницы для квадратных и круглых труб;4411;8030.00;2
Ключ для ниппеля;R4401-05;1370.00;2
Наклювник для фазанов, индеек и других птиц на 45-90 дней, 100 шт.;048/00;2180.00;0
Крепление для наклювника, 100 шт.;048/02;1260.00;1
Возвратная пружина для крышки клетки;530/00;292.00;78
Крюк пружинный для клетки, 88 мм;531/00;85.00;999
Крюк пружинный для клетки, 60 мм;532/00;79.00;564
Крюк пружинный для клетки, 115 мм;532/02;101.00;8
Зажим для держателя учетных карт;549/05;72.00;117
Нижний нож Aesculap GT502 для лошадей и КРС с 31 зубьями 3 мм;GT502;2570.00;0
Верхний нож Aesculapс GT505 для лошадей и КРС 23 зубьями;GT505;1920.00;1
Нижний нож Heiniger Crusader для зимней шерсти полутонкорунных овец, 94,5 мм;714-069-A;4800.00;4
Нижний нож Heiniger Prolegend для тонкорунных овец, 92 мм;714-031;3430.00;0
Верхний нож Heiniger Storm для зимней шерсти овец, 4,6 мм;714-150-А;812.00;3
Опора для универсального поддона Ova-Easy;17_93;60.00;96
Передний шарикоподшипник для  машинки Heiniger;721-115;2330.00;10
Крышка для бункерной кормушки, диаметр  27 см, пластик;0472A0000;312.00;118
Зажим металлический для крепления трубы;4315;20.00;0
Полотнo наждачнoе для Heiniger EasyGrinder;718-251;1580.00;0
100 кошачьих Почему (Непомнящий Н.Н.);978-5-4238-0188-5;273.00;3
Аквариумные рыбки. Содержание. Кормление. Разведение. Профилактика заболеваний. (н/о) Михайлов С.А.;BK-063;649.00;3
Питание и корм аквариумных рыб. Виды кормов. Кормление мальков. Кормление взрослых рыб. (н/о) (Вершинина Т.А., ПлонскийВ.Д.);BK-081;515.00;1
Разведение аквариумных рыб. Советы и рецепты. (Кочетов С.М.);BK-084;631.00;7
Современное аквариумное оборудование. Обзор. Назначение. Способы применения (н/о) Плотский В.Д.  ;BK-090;456.00;2
Плата от зарядного устройства SAPHIR;707-827;4090.00;2
Ультразвуковой увлажнитель NEBULA для инкубаторов River ET;560;19900.00;9
Кормушка лотковая 30 см пластик для цыплят NL;KP30;452.00;111
Кормушка лотковая 50 см пластик для цыплят NL;KP50;626.00;60
Кормушка бункерная 1 кг с круглыми отверстиями /7 ячеек;F7G;592.00;40
Кормушка бункерная 1 кг пластик с разделительной решеткой зеленая;VH01PG;492.00;120
Кормушка бункерная 3 кг пластик с разделительной решеткой зеленая;VH03PG;1030.00;112
Кормушка бункерная 6 кг пластик с разделительной решеткой зеленая;VH06PG;1950.00;25
Кормушка бункерная 10 кг пластик с разделительной решеткой зеленая;VH10PG;2810.00;49
Поилка под бутылку напольная с отверстиями /7 ячеек пластик;D7GG;289.00;96
Поилка чашечная для мелкой птицы, пластик, с креплением на сетку;DHSZ-DCSR;429.00;71
Ниппель поения (360 градусов) для цыплят пластик резьба 1/8;MK11;359.00;1
Поилка поплавковая 18 л NL;DA-18G;3060.00;5
Ножки для поилки с арт. DA-18G 3 шт.;DA-18GPN;892.00;9
Поилка чашечная для крупной птицы, пластик, с креплением на сетку;ADB;344.00;55
Y-образный переходник 7х7х7 мм для поилки арт. ADB;ADB-Y;70.00;8
Tройник 10х7х10 мм для поилки;T10710;141.00;51
Шланг диаметр  6х8 мм, черный, 1 м;ADB-S;65.00;0
Кормушка-поилка навесная 0,6 л пластик;DB600;278.00;119
Ножевая пара Heiniger для стрижки лошадей и КРС 31/23;703-550;3870.00;0
Ножевая пара Heiniger для стрижки лошадей и КРС 21/23;703-520;3870.00;0
Ножевая пара Heiniger Edge/Ovina для стрижки овец и коз ;714-000;3260.00;45
Профессиональное устройство Heiniger EasyGrinder для заточки ножей для стрижки овец;718-200-A;137200.00;0
Поилка вакуумная 3 л ;D3000BG;533.00;129
Поилка вакуумная 6 л ;D6000BG;944.00;51
Поилка вакуумная 12 л ;D12000BG;2100.00;24
Инкубатор Brinsea Ova-Easy Advance EX ser II 100 автоматический для яиц с помпой;MJ1033;97500.00;4
Инкубатор River ET 49 автоматический для яиц;549/A;27700.00;87
Инкубатор River ET 12 автоматический для яиц;512/A;19700.00;7
Инкубатор River ET 24 автоматический для яиц;524/A;23100.00;33
Машинка Heiniger Progress Style для стрижки лошадей;707-516-33;28100.00;5
Машинка Heiniger Saphir Horse для стрижки лошадей с 2-я аккумуляторами;707-380-75;31500.00;0
Автоматический открыватель двери Chicksafe Eco;CS010;9130.00;36
Автоматический открыватель двери Chicksafe Advance;CS020;16300.00;41
Автоматический открыватель двери Chicksafe Eco, дверь в комплекте;CS015;12500.00;18
Автоматический открыватель двери Chicksafe Advance, дверь в комплекте;CS025;18800.00;0
Машинка Heiniger Delta 3 для стрижки лошадей и КРС;707-000-30;34100.00;4
Машинка Heiniger Progress для стрижки лошадей;707-500-33;25300.00;19
Машинка Heiniger Saphir для стрижки лошадей, КРС и мелких животных с 2-я аккумуляторами;707-800-70;29200.00;29
Машинка Heiniger Xtra для стрижки овец и коз;712-600-00;41500.00;8
Машинка Heiniger S12 от аккумулятора 12В для стрижки овец и коз;712-100-00;36800.00;5
Сменное лезвие Heiniger для кошек 50/0.2 мм;707-905-A;5050.00;0
Сменное лезвие Heiniger для кошек и собак 30/0.5 мм;707-917-A;4980.00;0
Сменное лезвие Heiniger для кошек 15/1.2 мм;707-926-A;4980.00;0
Лампа инфракрасная 150 Вт Eider;1403-000;644.00;0
Поилка ниппельная для молодняка и откормочных свиней 3/4 дюйма, резьба 1/2 дюйма с шестигранником;XM5456;390.00;22
Поилка ниппельная для молодняка и откормочных свиней 1/2 дюйма с шестигранником;XM1649;177.00;0
Поилка ниппельная для молодняка и откормочных свиней 1/2 дюйма с шестигранником;XM4268;177.00;155
Поилка ниппельная с чашей, размер S, для молодняка и откормочных свиней 1/2 внутренняя/верхняя подводка;XM306;1800.00;29
Поилка ниппельная с чашей, размер M, для молодняка и откормочных свиней 1/2 внутренняя/верхняя подводка;XM311;2240.00;0
Поилка ниппельная с чашей, размер L, для молодняка и откормочных свиней 1/2  внутренняя/верхняя подводка;XM1566;2470.00;97
Поилка ниппельная для молодняка и откормочных свиней 3/8 дюйма, резьба 1/2 дюйма;XM4270;169.00;681
Фильтр погружной для аквариума Newa Cobra CF75 230V со скиммером 25-75 л;00_39_110;1730.00;0
Фильтр погружной для аквариума Newa Cobra CF130 230V со скиммером и системой аэрации 60-130 л;00_39_111;2060.00;12
Фильтр погружной для аквариума Newa Cobra CF Mini 230V со скиммером и системой аэрации 10-35 л;00_39_109;1480.00;0
Чистящее дезинфицирующее средство Milord Mela Verde с ароматом зеленого яблока 1 л;M2653;759.00;2
Помпа течения для аквариума Newa Wave 2 NWA 1900 ADJ направляемая;00_81_004;3080.00;0
Помпа течения для аквариума Newa Wave 2 NWA 3200 направляемая;00_81_023;4120.00;0
Помпа течения для аквариума Newa Wave 2 NWA 5900 направляемая;00_81_043;6660.00;10
Помпа течения для аквариума Newa Wave 2 NWA 7500 направляемая;00_81_063;6400.00;0
Система управления Newa Control для помп течения Newa Wave;00_28_010;6180.00;15
Фильтр УФ стерилизатор для аквариума Newa Mirror UVC 7W 35-50 л;00_84_001;8300.00;1
Фильтр УФ стерилизатор для аквариума Newa Mirror UVC 11W 400-800 л;00_84_003;10900.00;1
Фильтр подвесной УФ стерилизатор для аквариума Newa Mirror Hang On UVC filter 7W с помпой 50-150 л;00_84_021;10800.00;0
Фильтр подвесной УФ стерилизатор для аквариума Newa Mirror Hang On UVC filter 9W с помпой 100-300 л;00_84_022;11900.00;2
Фильтр подвесной УФ стерилизатор для аквариума Newa Mirror Hang On UVC filter 11W с помпой 200-500 л;00_84_023;13400.00;3
Фильтр подвесной УФ стерилизатор для аквариума Newa Mirror Hang On UVC filter 18W с помпой 400-700 л;00_84_024;15000.00;1
Лампа светодиодная Newa LED Light NLD 771 Daylight 22W дневной свет для аквариума 787-951 мм;00_92_004;13200.00;2
Лампа светодиодная Newa LED Light NLD 953 Daylight 26W дневной свет для аквариума 973-1133 мм;00_92_005;15000.00;15
Лампа светодиодная Newa LED Light NLD 1074 Daylight 30W дневной свет для аквариума 1094-1254 мм;00_92_006;16600.00;1
Лампа светодиодная Newa LED Light NLP 360 Plants 10W для роста растений аквариума 372-540 мм;00_92_010;9270.00;0
Лампа светодиодная Newa LED Light NLP 953 Plants 30W для роста растений аквариума 973-1133 мм;00_92_014;17000.00;2
Лампа светодиодная Newa LED Light NLP 1074 Plants 34W для роста растений аквариума 1094-1254 мм;00_92_015;18900.00;0
Лампа светодиодная Newa LED Light NLH 664 Hybrid 20W гибрид белого и актинического света для аквариума 680-844 мм;00_92_022;12600.00;2
Лампа светодиодная Newa LED Light NLH 771 Hybrid 25W гибрид белого и актинического света для аквариума 787-951 мм;00_92_023;14400.00;3
Лампа светодиодная Newa LED Light NLH 953 Hybrid 30W гибрид белого и актинического света для аквариума 973-1133 мм;00_92_024;16300.00;3
Лампа светодиодная Newa LED Light NLH 1074 Hybrid 34W гибрид белого и актинического света для аквариума 1094-1254 мм;00_92_025;18000.00;1
Лампа светодиодная Newa LED Light NLA 360 Actinic 9W актиническая для аквариума 372-540 мм;00_92_030;9470.00;2
Лампа светодиодная Newa LED Light NLA 487 Actinic 13W актиническая для аквариума 499-667 мм;00_92_031;11000.00;2
Лампа светодиодная Newa LED Light NLA 664 Actinic 17W актиническая для аквариума 680-844 мм;00_92_032;13100.00;3
Лампа светодиодная Newa LED Light NLA 771 Actinic 22W актиническая для аквариума 787-951 мм;00_92_033;14900.00;3
Лампа светодиодная Newa LED Light NLA 953 Actinic 26W актиническая для аквариума 973-1133 мм;00_92_034;17100.00;3
Лампа светодиодная Newa LED Light NLA 1074 Actinic 30W актиническая для аквариума 1094-1254 мм;00_92_035;19000.00;3
Блок питания для ламп аквариума Newa LED 20W;00_92_050;4030.00;9
Блок питания для ламп аквариума Newa LED 40W;00_92_051;6360.00;6
Блок питания для ламп аквариума Newa LED 62W;00_92_052;7690.00;8
Блок питания для ламп аквариума Newa LED 80W;00_92_053;10800.00;6
Блок питания для ламп аквариума Newa LED 130W;00_92_054;13800.00;6
Волокно для фильтра аквариума FIBER 100 гр;00_11_235;295.00;0
Волокно для фильтра аквариума FIBER 250 гр;00_11_236;609.00;0
Пылесос грунтоочиститель для аквариума Newa PGR1000 подвесной 340 л/час;00_20_055;5540.00;0
Пылесос грунтоочиститель для аквариума Newa PGR2000 подвесной 650 л/час;00_20_056;7480.00;0
Комплект Newa Control + 2 помпы течения Newa Wave 2 3200;00_28_011;10500.00;3
Комплект Newa Control + 2 помпы течения Newa Wave 5900;00_28_012;11500.00;3
Тумба под аквариумы Newa NMO 20, NMO 30, NMO 30R, 24х24х100 см, черный;00_185_044;7510.00;1
Тумба под аквариумы Newa NMO 20, NMO 30, NMO 30R, 24х24х100 см, белый;00_185_045;7510.00;0
Тумба под аквариумы Newa NMO 50, NMO 50R, 31х31х100 см, черный;00_185_048;8310.00;0
Тумба под аквариумы Newa NMO 50, NMO 50R, 31х31х100 см, белый;00_185_049;8310.00;0
Тумба под аквариумы Newa Mirabello 30 и NEWA Hobby 20/30, 47,5х27,5х66,7 см, черный;00_58_025;6870.00;0
Тумба под аквариумы Newa Mirabello 60/70 и NEWA Hobby 60, 62,5х32,5х66,7 см, черный;00_63_035;8410.00;0
Тумба под аквариумы Newa Mirabello 30 и NEWA Hobby 20/30, 47,5х27,5х66,7 см, белый;00_58_026;6870.00;0
Система контроля для ламп аквариума NEWA LED Control;00_92_055;9150.00;9
Картридж Newa Mechanichem для Mirabello MIR30 и фильтра Mira MF70/100               ;00_61_030;503.00;13
Губка Biofoam для фильтра MF70 и MF100;00_61_031;296.00;16
Картридж Mechanichem для Mirabello MIR30 и фильтра Mira MF70/100, угольный          ;00_61_039;336.00;0
Губка для фильтра DJ R Newa Duetto, биологический             ;00_48_078;283.00;2
Картридж Mechanichem II для Mirabello MIR60 и фильтра Mira MF100, угольный       ;00_61_032;442.00;40
Картридж Mechanichem II для Mirabello MIR60 и фильтра Mira MF100;00_61_040;296.00;39
Губка Mechanichem II и фильтра Newa Mira MF100 для аквариума Mirabello, биомеханическая;00_61_042;357.00;0
Префильтр Newa Cobra 75, механический       ;00_79_020;132.00;80
Префильтр Newa Cobra 130/175, (DJC130), механический   ;00_79_110;218.00;78
Губка для фильтра Newa Cobra CF75, биологическая;00_79_015;224.00;49
Губка для фильтра Newa Cobra Mini DJC50, биологическая   ;00_79_019;171.00;33
Губка для фильтра Newa Cobra CF130 и DJC130, биологическая;00_79_111;227.00;59
Картридж Aqua Diamante Large для фильтра Cobra 130/175, Duetto 50/150/100 угольный 2 шт.;00_11_271;641.00;0
Адаптер T5/T8 для светодиодных ламп аквариума Newa LED;00_192_001;976.00;4
Кронштейн для ламп аквариума Newa LED;00_192_002;1080.00;0
Разветвитель для подключения ламп Newa LED;00_192_003;1900.00;14
Фильтр для автопоилки фонтана Petwant W1, сменный 3 шт.;FPW1;861.00;61
Картридж Newa Mechanichem More I для фильтра аквариума NMO 20/30, химический, 3 шт.;00_185_001;768.00;9
Картридж Newa Mechanichem More II для фильтра аквариумов NMO 30R/50/50R, химический 3 шт.                        ;00_185_002;929.00;8
Губка Biofoam для фильтра аквариума Newa More NMO 30R/50, биологическая;00_185_003;340.00;0
Крышка для аквариума Newa More NMO 20, стекло      ;00_185_017;1430.00;13
Крышка для аквариума Newa More NMO 30, матовое стекло  ;00_185_018;1690.00;5
Крышка для аквариума Newa More NMO 30R, матовое стекло   ;00_185_019;1690.00;11
